date, pm25, pm10, o3, no2, so2, co
2014/3/6, , 7, 31, 10, , 
2014/3/7, , 17, 36, 12, , 
2014/3/8, , 17, 36, 12, , 
2014/3/9, , 14, 41, 4, , 
2014/3/10, , 11, 43, 5, , 
2014/3/11, , 14, 40, 6, , 
2014/3/12, , 24, 36, 8, , 
2014/3/13, , 14, 42, 11, , 
2014/3/14, , 29, 43, 7, , 
2014/3/15, , 25, 45, 4, , 
2014/3/16, , 37, 43, 4, , 
2014/3/17, , 47, 35, 10, , 
2014/3/18, , 27, 35, 3, , 
2014/3/19, , 26, 31, 5, , 
2014/3/20, , 9, 39, 8, , 
2014/3/21, , 14, 37, 5, , 
2014/3/22, , 26, 33, 2, , 
2014/3/23, , 6, 33, 2, , 
2014/3/24, , 4, 36, 6, , 
2014/3/25, , 5, 35, 3, , 
2014/3/26, , 4, 32, 4, , 
2014/3/27, , 4, 36, 4, , 
2014/3/28, , 5, 37, 8, , 
2014/3/29, , 10, 35, 5, , 
2014/3/30, , 13, 33, 9, , 
2014/3/31, , 21, 36, 7, , 
2014/4/1, , 30, 38, 8, , 
2021/12/31, , , 27, 7, , 
2022/1/1, , , 27, 7, , 
2021/6/23, , , 29, 1, , 
2021/6/24, , , 24, 2, , 
2021/3/14, , , 34, 1, , 
2021/3/15, , , 34, 3, , 
2020/8/19, , , 35, 2, , 
2019/7/16, , , 48, 3, , 
2018/12/11, , , 11, 16, , 
2018/12/12, , , 22, 11, , 
2018/12/13, , , 21, 3, , 
2018/12/14, , , 23, 4, , 
2018/12/15, , , 17, 7, , 
2018/2/14, , , 33, 2, , 
2015/7/1, , , 55, 3, , 
2015/1/1, , , 26, 12, , 
2014/1/1, , , 22, 10, , 
2014/1/21, , , 7, 14, , 
